frame,vehicle_type,id,bbox
130,5,-1,"[[378.73468017578125, 136.23980712890625, 460.2572021484375, 166.17166137695312]]"
130,2,-1,"[[380.84820556640625, 148.1207275390625, 404.42047119140625, 166.39898681640625]]"
130,2,-1,"[[346.03155517578125, 127.03884887695312, 362.12713623046875, 139.00796508789062]]"
131,2,-1,"[[228.52105712890625, 140.9550018310547, 248.2000732421875, 154.05699157714844]]"
131,5,-1,"[[379.08013916015625, 135.18801879882812, 459.74163818359375, 165.3427734375]]"
131,9,-1,"[[230.49856567382812, 129.59864807128906, 246.89730834960938, 153.10374450683594]]"
132,2,-1,"[[228.25228881835938, 140.7909393310547, 248.135498046875, 154.0610809326172]]"
132,2,-1,"[[345.345947265625, 124.56959533691406, 361.9219970703125, 138.0639190673828]]"
132,2,-1,"[[379.96185302734375, 147.90744018554688, 401.72198486328125, 165.0615234375]]"
133,2,-1,"[[228.28433227539062, 140.09112548828125, 248.03292846679688, 154.3416748046875]]"
133,2,-1,"[[345.2056884765625, 124.44143676757812, 361.5340576171875, 138.35006713867188]]"
133,2,-1,"[[378.80926513671875, 147.72854614257812, 401.41009521484375, 164.54257202148438]]"
133,7,-1,"[[227.98135375976562, 129.59097290039062, 247.72042846679688, 153.69094848632812]]"
134,2,-1,"[[228.42544555664062, 138.78982543945312, 247.91970825195312, 154.82162475585938]]"
134,2,-1,"[[345.308837890625, 125.23204040527344, 360.7154541015625, 137.7487030029297]]"
134,7,-1,"[[241.923583984375, 102.7474365234375, 259.7623291015625, 123.49931335449219]]"
135,2,-1,"[[228.06353759765625, 137.875732421875, 248.02984619140625, 154.90338134765625]]"
135,2,-1,"[[377.20941162109375, 146.65228271484375, 398.86468505859375, 162.85809326171875]]"
136,2,-1,"[[376.73681640625, 142.9293212890625, 398.42913818359375, 162.8375244140625]]"
136,6,-1,"[[225.59722900390625, 128.91380310058594, 296.4725341796875, 153.00291442871094]]"
136,2,-1,"[[227.35110473632812, 138.98324584960938, 246.07901000976562, 155.27572631835938]]"
137,2,-1,"[[375.67291259765625, 142.31427001953125, 397.36004638671875, 162.25836181640625]]"
137,2,-1,"[[227.50140380859375, 143.52154541015625, 245.79144287109375, 155.8544921875]]"
137,7,-1,"[[375.36151123046875, 136.34628295898438, 397.22283935546875, 162.74349975585938]]"
138,2,-1,"[[375.14849853515625, 143.85238647460938, 397.42620849609375, 161.32272338867188]]"
138,2,-1,"[[227.3399658203125, 144.45535278320312, 245.63153076171875, 156.21426391601562]]"
138,5,-1,"[[342.13397216796875, 111.72091674804688, 415.15106201171875, 139.15499877929688]]"
139,2,-1,"[[373.742919921875, 145.49241638183594, 396.60284423828125, 161.2016143798828]]"
139,2,-1,"[[226.5479736328125, 144.81573486328125, 246.10092163085938, 156.563232421875]]"
139,7,-1,"[[241.66134643554688, 103.24937438964844, 258.44049072265625, 124.06117248535156]]"
139,5,-1,"[[342.14227294921875, 111.19844055175781, 414.75836181640625, 139.0409393310547]]"
140,2,-1,"[[226.14430236816406, 145.26687622070312, 246.0171356201172, 157.00607299804688]]"
140,2,-1,"[[373.5245666503906, 145.11614990234375, 395.8347473144531, 160.65936279296875]]"
140,7,-1,"[[241.4439697265625, 103.30938720703125, 258.5478515625, 124.00640869140625]]"
140,6,-1,"[[239.8842010498047, 102.4173583984375, 340.15533447265625, 123.37179565429688]]"
141,2,-1,"[[225.47933959960938, 145.59254455566406, 246.58065795898438, 157.8800811767578]]"
141,2,-1,"[[373.3604736328125, 145.30162048339844, 395.54644775390625, 160.1645050048828]]"
141,7,-1,"[[241.59100341796875, 103.52743530273438, 258.9159240722656, 124.13668823242188]]"
141,2,-1,"[[225.15049743652344, 137.96145629882812, 244.97584533691406, 158.00234985351562]]"
142,2,-1,"[[225.51229858398438, 145.78436279296875, 246.67324829101562, 158.66558837890625]]"
142,2,-1,"[[372.95440673828125, 145.31849670410156, 394.04254150390625, 158.9634552001953]]"
142,2,-1,"[[225.20175170898438, 138.92822265625, 244.7711181640625, 158.7313232421875]]"
143,2,-1,"[[225.43231201171875, 145.64297485351562, 245.57427978515625, 159.36691284179688]]"
143,2,-1,"[[372.4215087890625, 144.0277099609375, 394.035400390625, 158.836669921875]]"
143,2,-1,"[[225.1029052734375, 137.64578247070312, 244.04437255859375, 159.41281127929688]]"
144,2,-1,"[[371.80145263671875, 143.75357055664062, 391.12969970703125, 158.00369262695312]]"
144,2,-1,"[[223.61981201171875, 135.8251953125, 244.41342163085938, 159.90264892578125]]"
145,2,-1,"[[370.6823425292969, 143.274169921875, 390.9420471191406, 157.421142578125]]"
145,2,-1,"[[223.15798950195312, 136.1376190185547, 244.32290649414062, 160.55030822753906]]"
146,2,-1,"[[222.45809936523438, 144.61929321289062, 244.34280395507812, 160.67349243164062]]"
146,2,-1,"[[222.27316284179688, 138.1572265625, 243.4468994140625, 160.66836547851562]]"
146,2,-1,"[[369.6976318359375, 141.54833984375, 390.48876953125, 157.36358642578125]]"
146,7,-1,"[[222.00433349609375, 135.59130859375, 244.7469482421875, 161.00689697265625]]"
147,2,-1,"[[222.01705932617188, 145.92929077148438, 244.52249145507812, 160.90725708007812]]"
147,2,-1,"[[221.81088256835938, 139.83139038085938, 243.40048217773438, 160.90719604492188]]"
147,2,-1,"[[369.28045654296875, 140.31704711914062, 390.08233642578125, 157.06851196289062]]"
147,7,-1,"[[221.41702270507812, 135.57501220703125, 244.78512573242188, 161.46954345703125]]"
147,7,-1,"[[241.54440307617188, 103.66682434082031, 258.8258056640625, 125.09982299804688]]"
148,2,-1,"[[221.78329467773438, 148.09266662597656, 243.86532592773438, 161.81739807128906]]"
148,2,-1,"[[368.91741943359375, 139.98745727539062, 389.88262939453125, 157.16738891601562]]"
148,7,-1,"[[221.30923461914062, 135.35946655273438, 244.05911254882812, 161.87994384765625]]"
149,2,-1,"[[221.5945587158203, 148.29306030273438, 243.95176696777344, 162.16647338867188]]"
149,2,-1,"[[369.29010009765625, 141.09030151367188, 388.79058837890625, 156.49160766601562]]"
149,7,-1,"[[241.37057495117188, 103.90351867675781, 257.8137512207031, 125.02452087402344]]"
150,2,-1,"[[221.41644287109375, 148.24278259277344, 244.123046875, 163.5579376220703]]"
150,2,-1,"[[340.43109130859375, 122.66766357421875, 354.05084228515625, 133.38198852539062]]"
150,7,-1,"[[241.229736328125, 103.93389892578125, 256.9253845214844, 125.05416870117188]]"
151,2,-1,"[[221.08023071289062, 148.13302612304688, 244.35214233398438, 164.04196166992188]]"
151,2,-1,"[[220.90457153320312, 143.2547607421875, 243.44503784179688, 163.04486083984375]]"
151,7,-1,"[[240.92160034179688, 104.04396057128906, 256.971923828125, 125.46788024902344]]"
152,2,-1,"[[221.2261199951172, 148.29612731933594, 243.67799377441406, 164.4243927001953]]"
152,2,-1,"[[221.03619384765625, 142.54849243164062, 244.27239990234375, 164.09005737304688]]"
152,7,-1,"[[240.84756469726562, 104.07608032226562, 257.1713562011719, 125.51458740234375]]"
152,2,-1,"[[340.3689270019531, 121.96403503417969, 353.3497009277344, 133.4904022216797]]"
153,2,-1,"[[221.2274169921875, 142.80178833007812, 243.1405029296875, 164.60391235351562]]"
153,2,-1,"[[340.4164123535156, 122.09042358398438, 353.3063049316406, 133.38400268554688]]"
153,7,-1,"[[240.63809204101562, 103.91838073730469, 257.3953552246094, 125.75520324707031]]"
153,2,-1,"[[365.13409423828125, 140.546630859375, 386.00958251953125, 154.24334716796875]]"
153,5,-1,"[[240.57620239257812, 104.11705017089844, 257.2575988769531, 125.45460510253906]]"
153,7,-1,"[[220.75909423828125, 138.6531982421875, 243.69915771484375, 164.42047119140625]]"
154,2,-1,"[[340.1479797363281, 122.01411437988281, 353.4647521972656, 133.52162170410156]]"
154,2,-1,"[[364.7222900390625, 139.75096130371094, 384.7537841796875, 153.8203887939453]]"
154,2,-1,"[[221.12283325195312, 141.65432739257812, 242.6102294921875, 164.99411010742188]]"
154,7,-1,"[[241.04006958007812, 104.256103515625, 257.2061462402344, 125.4915771484375]]"
155,2,-1,"[[364.2376708984375, 138.9520263671875, 383.4010009765625, 153.2623291015625]]"
155,2,-1,"[[340.21759033203125, 121.72994995117188, 353.2763671875, 132.39627075195312]]"
155,7,-1,"[[240.84054565429688, 107.15010070800781, 257.280029296875, 125.73939514160156]]"
156,2,-1,"[[219.83770751953125, 152.7579345703125, 242.24493408203125, 166.835205078125]]"
156,2,-1,"[[364.2082824707031, 138.22897338867188, 382.5393981933594, 153.09072875976562]]"
156,7,-1,"[[240.61187744140625, 108.72928619384766, 257.77215576171875, 126.22872924804688]]"
156,2,-1,"[[339.9537658691406, 121.50254821777344, 352.6082458496094, 132.1392364501953]]"
157,2,-1,"[[339.17584228515625, 121.51217651367188, 352.62872314453125, 132.17245483398438]]"
157,2,-1,"[[365.64105224609375, 138.2521209716797, 381.4285888671875, 152.5534210205078]]"
157,2,-1,"[[218.36297607421875, 152.38519287109375, 242.2066650390625, 167.68203735351562]]"
157,0,-1,"[[339.3006591796875, 119.94461059570312, 350.9197998046875, 132.80215454101562]]"
158,2,-1,"[[362.7371826171875, 138.1422576904297, 382.0975341796875, 152.5752716064453]]"
158,2,-1,"[[218.4305877685547, 152.14407348632812, 242.14137268066406, 167.91403198242188]]"
158,2,-1,"[[338.4969482421875, 120.86788940429688, 351.8140869140625, 131.81686401367188]]"
158,7,-1,"[[218.0554962158203, 143.200439453125, 242.44703674316406, 167.7752685546875]]"
159,2,-1,"[[217.96435546875, 151.90032958984375, 241.8658447265625, 168.34027099609375]]"
159,2,-1,"[[361.9051818847656, 137.83438110351562, 381.5123596191406, 152.47445678710938]]"
159,7,-1,"[[217.5477294921875, 144.22962951660156, 242.4110107421875, 168.35987854003906]]"
159,2,-1,"[[337.9417724609375, 120.3157958984375, 350.914794921875, 130.8131103515625]]"
159,7,-1,"[[361.7682189941406, 136.3271484375, 381.6589660644531, 152.8643798828125]]"
160,2,7,"[[217.8318634033203, 151.89743041992188, 242.23159790039062, 168.6856231689453]]"
161,2,7,"[[217.7805938720703, 152.03802490234375, 242.3354034423828, 168.93896484375]]"
162,2,7,"[[217.68357849121094, 152.8065185546875, 241.43455505371094, 169.16152954101562]]"
163,2,7,"[[218.2265167236328, 155.2133026123047, 240.0494842529297, 170.2075958251953]]"
164,2,7,"[[218.2394561767578, 156.350830078125, 239.833984375, 171.16262817382812]]"
165,2,7,"[[217.6406707763672, 156.77305603027344, 239.74295043945312, 171.93272399902344]]"
166,2,7,"[[216.79605102539062, 156.8314971923828, 239.6234588623047, 172.51979064941406]]"
167,2,7,"[[215.54397583007812, 156.2779998779297, 239.5885467529297, 172.85887145996094]]"
168,2,7,"[[212.92604064941406, 154.55979919433594, 240.291015625, 173.6214599609375]]"
169,2,7,"[[209.53756713867188, 151.38844299316406, 242.188720703125, 174.71649169921875]]"
170,2,7,"[[207.72438049316406, 150.45953369140625, 242.5780029296875, 175.9376220703125]]"
171,2,7,"[[207.8323211669922, 151.33621215820312, 241.74105834960938, 176.5755615234375]]"
172,2,7,"[[208.24362182617188, 152.2750244140625, 241.45802307128906, 177.29608154296875]]"
173,2,7,"[[208.360107421875, 153.1179962158203, 241.1704559326172, 178.02207946777344]]"
174,2,7,"[[207.6183319091797, 153.61099243164062, 240.68101501464844, 179.0128631591797]]"
175,2,7,"[[207.16983032226562, 154.33859252929688, 239.99139404296875, 179.92889404296875]]"
176,2,7,"[[207.39971923828125, 156.22567749023438, 238.91331481933594, 181.03794860839844]]"
177,2,7,"[[207.0660858154297, 156.99635314941406, 238.19053649902344, 181.73660278320312]]"
178,2,7,"[[206.01991271972656, 156.21878051757812, 238.63726806640625, 182.59593200683594]]"
179,2,7,"[[207.08152770996094, 159.14459228515625, 237.24029541015625, 183.60662841796875]]"
180,2,7,"[[206.08895874023438, 159.21649169921875, 237.0547637939453, 184.61033630371094]]"
181,7,7,"[[206.6510009765625, 161.7100067138672, 235.02273559570312, 184.98619079589844]]"
182,2,7,"[[205.27821350097656, 160.9889678955078, 235.45358276367188, 185.9669647216797]]"
183,2,7,"[[206.81756591796875, 165.43875122070312, 232.64739990234375, 186.33409118652344]]"
184,2,7,"[[207.0056915283203, 167.521240234375, 231.76695251464844, 187.23434448242188]]"
185,2,7,"[[206.1772003173828, 168.29693603515625, 231.4905548095703, 188.22254943847656]]"
186,2,7,"[[205.90863037109375, 169.99903869628906, 230.29685974121094, 188.90386962890625]]"
187,2,7,"[[205.22332763671875, 171.34829711914062, 229.97398376464844, 190.2857208251953]]"
188,2,7,"[[204.21910095214844, 172.10202026367188, 229.69293212890625, 191.44631958007812]]"
189,2,7,"[[203.42446899414062, 172.88475036621094, 229.1654052734375, 192.2880401611328]]"
190,2,7,"[[202.61219787597656, 173.77769470214844, 228.4157257080078, 193.11985778808594]]"
191,2,7,"[[202.02316284179688, 174.87588500976562, 228.19467163085938, 194.4130096435547]]"
192,2,7,"[[201.79205322265625, 176.37808227539062, 227.62278747558594, 195.550048828125]]"
193,2,7,"[[201.1311798095703, 176.83306884765625, 227.6046142578125, 196.44822692871094]]"
194,2,7,"[[198.97848510742188, 177.31846618652344, 226.6995849609375, 197.80332946777344]]"
195,2,7,"[[197.5414276123047, 177.630126953125, 226.63116455078125, 199.13539123535156]]"
196,2,7,"[[197.3984375, 179.30734252929688, 226.1090545654297, 200.31044006347656]]"
197,2,7,"[[196.82424926757812, 180.09324645996094, 225.83531188964844, 201.21273803710938]]"
198,2,7,"[[195.87583923339844, 180.56057739257812, 226.0714874267578, 202.51263427734375]]"
199,2,7,"[[196.0244903564453, 182.48573303222656, 225.28907775878906, 203.59828186035156]]"
200,2,7,"[[195.04615783691406, 182.80091857910156, 226.06935119628906, 205.08946228027344]]"
201,2,7,"[[193.9542236328125, 183.77349853515625, 225.6634979248047, 206.5080108642578]]"
202,2,7,"[[192.9229736328125, 184.36825561523438, 225.21653747558594, 207.5345458984375]]"
203,2,7,"[[192.53221130371094, 186.83094787597656, 223.76708984375, 208.9700469970703]]"
204,2,7,"[[190.88037109375, 188.22230529785156, 222.44332885742188, 210.43679809570312]]"
205,2,7,"[[190.28407287597656, 189.8002471923828, 221.1310577392578, 211.4258270263672]]"
206,2,7,"[[188.9881134033203, 191.07359313964844, 220.51747131347656, 213.07379150390625]]"
207,2,7,"[[187.6126708984375, 191.93685913085938, 220.64854431152344, 215.00091552734375]]"
208,2,7,"[[186.67030334472656, 193.0981903076172, 219.91473388671875, 216.22764587402344]]"
209,2,7,"[[186.2139129638672, 194.52830505371094, 219.95962524414062, 218.01904296875]]"
210,2,7,"[[185.69395446777344, 196.44110107421875, 219.18800354003906, 219.7574920654297]]"
211,2,7,"[[184.8326873779297, 197.55697631835938, 218.7776641845703, 221.16468811035156]]"
212,2,7,"[[184.03012084960938, 198.93190002441406, 218.75527954101562, 222.9280548095703]]"
213,2,7,"[[182.7084197998047, 200.31005859375, 218.17674255371094, 224.7229461669922]]"
214,2,7,"[[181.4418487548828, 201.25003051757812, 218.07586669921875, 226.46786499023438]]"
215,2,7,"[[180.52655029296875, 203.39735412597656, 216.85403442382812, 228.34156799316406]]"
216,2,7,"[[179.32179260253906, 205.11441040039062, 216.34918212890625, 230.439208984375]]"
217,2,7,"[[177.46165466308594, 206.31475830078125, 215.45225524902344, 232.27175903320312]]"
218,2,7,"[[176.7415313720703, 208.30357360839844, 214.1981964111328, 233.94754028320312]]"
219,2,7,"[[174.5961151123047, 209.33969116210938, 213.5289306640625, 235.98300170898438]]"
220,2,7,"[[172.9839630126953, 211.32949829101562, 212.5467529296875, 238.47933959960938]]"
221,2,7,"[[171.87979125976562, 213.1396942138672, 211.9634246826172, 240.6649627685547]]"
222,2,7,"[[170.88320922851562, 215.05198669433594, 210.86154174804688, 242.330322265625]]"
223,2,7,"[[169.32620239257812, 216.7837677001953, 210.29745483398438, 244.72073364257812]]"
224,2,7,"[[168.0746307373047, 218.6228790283203, 209.45286560058594, 246.75738525390625]]"
225,2,7,"[[166.7841033935547, 220.40927124023438, 209.29515075683594, 249.28182983398438]]"
226,2,7,"[[165.9127655029297, 223.03070068359375, 207.76979064941406, 251.31361389160156]]"
227,2,7,"[[163.41883850097656, 224.9091033935547, 207.42013549804688, 254.56005859375]]"
228,2,7,"[[161.5166473388672, 227.1444854736328, 205.9117431640625, 257.0436096191406]]"
229,2,7,"[[158.55044555664062, 228.66212463378906, 205.09048461914062, 260.2462463378906]]"
230,2,7,"[[156.513671875, 231.80091857910156, 202.51974487304688, 262.93890380859375]]"
231,2,7,"[[154.16610717773438, 233.37457275390625, 201.44520568847656, 265.36444091796875]]"
232,2,7,"[[151.8505859375, 236.14739990234375, 200.62924194335938, 269.2596130371094]]"
233,2,7,"[[148.91812133789062, 238.42237854003906, 199.05508422851562, 272.5804138183594]]"
234,2,7,"[[147.43101501464844, 241.91700744628906, 197.59439086914062, 276.2131042480469]]"
235,2,7,"[[145.50904846191406, 245.69622802734375, 195.0067138671875, 279.38690185546875]]"
236,2,7,"[[141.85348510742188, 247.755859375, 194.9216766357422, 283.96380615234375]]"
237,2,7,"[[139.12820434570312, 250.0302734375, 193.35464477539062, 287.2190856933594]]"
238,2,7,"[[136.123046875, 252.59103393554688, 191.2019805908203, 290.4082336425781]]"
239,2,7,"[[133.6065673828125, 256.0231018066406, 189.31182861328125, 294.3446044921875]]"
240,2,7,"[[131.93856811523438, 259.6434631347656, 187.80467224121094, 298.1534729003906]]"
241,2,7,"[[127.98619842529297, 263.13006591796875, 185.4185028076172, 302.9350280761719]]"
242,2,7,"[[123.80921173095703, 266.38104248046875, 183.4666748046875, 307.9141845703125]]"
243,2,7,"[[118.98815155029297, 268.05126953125, 182.5424346923828, 312.6611633300781]]"
244,2,7,"[[115.80194854736328, 273.0506896972656, 179.20968627929688, 317.6004943847656]]"
245,2,7,"[[113.68489837646484, 277.52215576171875, 175.89544677734375, 321.4017028808594]]"
246,2,7,"[[107.30886840820312, 281.1441955566406, 173.83981323242188, 328.1177978515625]]"
247,2,7,"[[103.97274780273438, 284.86773681640625, 172.5707550048828, 333.4034729003906]]"
248,2,7,"[[100.58810424804688, 290.0616760253906, 169.98643493652344, 339.1724548339844]]"
249,2,7,"[[95.14380645751953, 294.6344299316406, 166.98301696777344, 345.6618347167969]]"
250,2,7,"[[90.03073120117188, 299.5037841796875, 163.45413208007812, 351.83013916015625]]"
251,2,7,"[[86.24563598632812, 304.5655822753906, 160.09031677246094, 357.4935607910156]]"
252,2,7,"[[83.33635711669922, 310.403564453125, 154.19375610351562, 360.0]]"
253,2,7,"[[80.81198120117188, 313.2441711425781, 150.15371704101562, 360.0]]"
254,2,7,"[[81.37777709960938, 320.926025390625, 142.40208435058594, 360.0]]"
255,2,7,"[[77.45518493652344, 321.74224853515625, 137.77748107910156, 360.0]]"
256,6,-1,"[[317.3804931640625, 95.78623962402344, 407.3125, 119.74070739746094]]"
256,0,-1,"[[330.2799072265625, 112.87364196777344, 339.6119384765625, 126.98506164550781]]"
257,2,-1,"[[227.8778076171875, 140.87991333007812, 249.9892578125, 153.36447143554688]]"
257,2,-1,"[[67.112548828125, 343.76239013671875, 135.42372131347656, 360.0]]"
257,6,-1,"[[317.84515380859375, 95.58711242675781, 407.01922607421875, 120.03608703613281]]"
257,6,-1,"[[227.4405975341797, 101.86909484863281, 308.60223388671875, 155.98301696777344]]"
258,2,-1,"[[228.0732421875, 141.60012817382812, 248.5848388671875, 153.63714599609375]]"
258,6,-1,"[[318.0795593261719, 95.60920715332031, 407.4232482910156, 120.28895568847656]]"
258,6,-1,"[[226.36981201171875, 101.80461883544922, 307.98828125, 154.78179931640625]]"
259,2,-1,"[[228.06419372558594, 141.60313415527344, 248.45994567871094, 153.91712951660156]]"
259,6,-1,"[[317.42059326171875, 95.66368103027344, 406.598876953125, 120.36888122558594]]"
260,2,-1,"[[228.154541015625, 140.65150451660156, 248.34890747070312, 153.61961364746094]]"
260,6,-1,"[[317.73114013671875, 95.76728820800781, 406.26177978515625, 119.38401794433594]]"
260,6,-1,"[[225.80459594726562, 102.02043914794922, 307.8291931152344, 152.46356201171875]]"
261,2,-1,"[[227.85910034179688, 141.4861297607422, 248.24398803710938, 154.0275115966797]]"
261,6,-1,"[[317.87481689453125, 95.60708618164062, 406.77056884765625, 119.1680908203125]]"
261,0,-1,"[[329.92877197265625, 112.78599548339844, 339.55072021484375, 126.45906066894531]]"
262,2,-1,"[[227.8846435546875, 141.06573486328125, 248.02996826171875, 154.48651123046875]]"
262,6,-1,"[[317.55401611328125, 95.55415344238281, 406.52471923828125, 117.52967834472656]]"
262,6,-1,"[[224.8050537109375, 105.47152709960938, 306.1796875, 155.26998901367188]]"
263,2,-1,"[[227.76815795898438, 142.06430053710938, 246.71041870117188, 154.52581787109375]]"
263,6,-1,"[[317.6047668457031, 95.4537353515625, 406.5345153808594, 118.70307922363281]]"
263,6,-1,"[[226.12606811523438, 105.12155151367188, 306.4128112792969, 154.97637939453125]]"
264,6,-1,"[[316.9942932128906, 95.48089599609375, 406.5711975097656, 118.39793395996094]]"
264,6,-1,"[[225.5531005859375, 106.58636474609375, 306.0887451171875, 155.40780639648438]]"
264,2,-1,"[[227.22531127929688, 141.80831909179688, 246.69729614257812, 154.62994384765625]]"
265,6,-1,"[[225.38050842285156, 106.67562103271484, 305.76171875, 155.36807250976562]]"
265,2,-1,"[[226.99102783203125, 142.9717254638672, 246.64569091796875, 155.0322723388672]]"
266,6,-1,"[[225.0952606201172, 104.95547485351562, 305.93499755859375, 156.28128051757812]]"
266,2,-1,"[[226.3665771484375, 142.79556274414062, 246.1011962890625, 155.16470336914062]]"
266,5,-1,"[[226.237548828125, 108.76593017578125, 306.61334228515625, 155.59774780273438]]"
266,6,-1,"[[317.4486083984375, 95.46673583984375, 404.810546875, 118.44766235351562]]"
267,2,-1,"[[226.50103759765625, 142.77545166015625, 245.6512451171875, 155.22088623046875]]"
267,6,-1,"[[225.2449951171875, 104.6044921875, 305.8089599609375, 156.0648193359375]]"
268,2,-1,"[[226.65570068359375, 143.5003662109375, 245.3092041015625, 155.14630126953125]]"
268,6,-1,"[[225.82940673828125, 104.09623718261719, 306.045166015625, 155.3274688720703]]"
268,2,-1,"[[212.05419921875, 141.75100708007812, 226.27203369140625, 155.42019653320312]]"
269,2,-1,"[[226.20742797851562, 143.2251739501953, 243.06411743164062, 154.96067810058594]]"
269,6,-1,"[[224.99234008789062, 103.72909545898438, 305.9080505371094, 156.4461669921875]]"
269,2,-1,"[[212.18800354003906, 142.6313018798828, 225.3605499267578, 155.3430633544922]]"
269,6,-1,"[[317.65167236328125, 95.15959167480469, 405.03717041015625, 116.91329956054688]]"
270,2,-1,"[[225.96499633789062, 144.11036682128906, 242.96853637695312, 155.6270294189453]]"
270,6,-1,"[[225.53366088867188, 105.14502716064453, 305.7458801269531, 154.794921875]]"
270,2,-1,"[[212.3607177734375, 142.8688201904297, 225.03411865234375, 155.5217742919922]]"
270,6,-1,"[[317.633544921875, 94.67317199707031, 404.70550537109375, 117.04908752441406]]"
271,6,-1,"[[224.11326599121094, 103.67796325683594, 305.3023681640625, 155.35816955566406]]"
271,2,-1,"[[224.69638061523438, 142.23028564453125, 243.11318969726562, 156.3011474609375]]"
271,2,-1,"[[212.4527587890625, 142.68646240234375, 225.10504150390625, 156.055419921875]]"
271,7,-1,"[[227.62411499023438, 113.33570861816406, 248.75143432617188, 130.2461395263672]]"
272,2,-1,"[[221.39715576171875, 143.998291015625, 242.70196533203125, 157.80609130859375]]"
272,6,-1,"[[220.3726348876953, 105.29447174072266, 304.67486572265625, 151.58761596679688]]"
272,7,-1,"[[227.44888305664062, 113.7503433227539, 248.60482788085938, 130.12319946289062]]"
273,2,-1,"[[221.3782958984375, 144.22280883789062, 242.44854736328125, 157.76776123046875]]"
273,7,-1,"[[227.0097198486328, 113.80642700195312, 248.18849182128906, 130.25942993164062]]"
273,6,-1,"[[220.31784057617188, 107.55026245117188, 304.6069641113281, 153.72222900390625]]"
274,6,-1,"[[315.5596923828125, 93.21038818359375, 405.9981689453125, 118.54072570800781]]"
274,2,-1,"[[220.930419921875, 144.45901489257812, 242.424072265625, 159.28048706054688]]"
274,7,-1,"[[226.8609161376953, 113.582275390625, 248.92860412597656, 129.93258666992188]]"
274,6,-1,"[[220.94271850585938, 107.04053497314453, 304.5257263183594, 152.961669921875]]"
275,6,-1,"[[316.38055419921875, 94.60298156738281, 404.84356689453125, 116.63029479980469]]"
275,6,-1,"[[216.8345184326172, 109.19574737548828, 304.44171142578125, 157.64251708984375]]"
275,2,-1,"[[220.68801879882812, 144.72987365722656, 242.52828979492188, 160.14772033691406]]"
276,6,-1,"[[323.50390625, 103.16078186035156, 404.239501953125, 117.96893310546875]]"
276,6,-1,"[[218.31155395507812, 108.3634033203125, 305.5820617675781, 158.89068603515625]]"
276,7,-1,"[[226.8646240234375, 113.23997497558594, 248.087890625, 129.7904815673828]]"
277,6,-1,"[[323.36865234375, 103.70414733886719, 404.09344482421875, 117.36943054199219]]"
277,7,-1,"[[226.74777221679688, 113.06578826904297, 248.12338256835938, 129.93157958984375]]"
277,6,-1,"[[218.26516723632812, 115.47552490234375, 303.8611145019531, 159.35977172851562]]"
278,6,-1,"[[323.6092224121094, 103.50006103515625, 404.0694274902344, 117.80386352539062]]"
278,6,-1,"[[217.5492706298828, 132.86019897460938, 299.00164794921875, 160.43621826171875]]"
278,7,-1,"[[226.63748168945312, 113.35724639892578, 248.23800659179688, 130.98138427734375]]"
279,6,-1,"[[323.58905029296875, 102.9183349609375, 404.11126708984375, 119.86083984375]]"
279,2,-1,"[[218.87164306640625, 145.52467346191406, 241.33392333984375, 161.16127014160156]]"
280,6,-1,"[[323.6385498046875, 103.16813659667969, 404.27099609375, 117.39979553222656]]"
280,2,-1,"[[219.87265014648438, 147.34170532226562, 240.09085083007812, 161.67288208007812]]"
280,2,-1,"[[216.1949462890625, 140.90737915039062, 241.03582763671875, 161.29263305664062]]"
281,6,-1,"[[323.52490234375, 103.0826416015625, 404.024658203125, 117.359619140625]]"
281,2,-1,"[[219.37770080566406, 147.79452514648438, 239.8383026123047, 161.55343627929688]]"
282,6,-1,"[[321.16400146484375, 101.6697998046875, 403.0791015625, 120.44329833984375]]"
282,6,-1,"[[322.0665588378906, 101.89968872070312, 403.6633605957031, 131.140625]]"
283,6,-1,"[[321.8987731933594, 101.63475036621094, 403.4735412597656, 120.66850280761719]]"
283,6,-1,"[[321.6557312011719, 102.09373474121094, 403.3608093261719, 130.7598419189453]]"
284,6,-1,"[[321.60540771484375, 102.50799560546875, 402.69244384765625, 117.41316223144531]]"
284,2,-1,"[[216.99539184570312, 147.7186279296875, 238.84622192382812, 163.73101806640625]]"
285,2,-1,"[[217.39456176757812, 147.87881469726562, 238.41397094726562, 163.85104370117188]]"
285,6,-1,"[[320.57904052734375, 101.87559509277344, 402.90557861328125, 118.38710021972656]]"
285,5,-1,"[[218.57354736328125, 133.496826171875, 249.86285400390625, 150.5626220703125]]"
286,2,-1,"[[216.45999145507812, 147.85325622558594, 237.97799682617188, 164.22727966308594]]"
286,6,-1,"[[321.1702575683594, 102.32907104492188, 402.7539367675781, 117.34176635742188]]"
287,6,-1,"[[321.71343994140625, 100.43858337402344, 403.09759521484375, 123.33592224121094]]"
287,2,-1,"[[216.52085876464844, 147.89968872070312, 237.3836212158203, 164.35781860351562]]"
288,6,-1,"[[321.37921142578125, 100.57737731933594, 401.64031982421875, 120.44978332519531]]"
288,2,-1,"[[215.5942840576172, 149.64947509765625, 236.9558563232422, 164.9744873046875]]"
288,6,-1,"[[321.86474609375, 100.02023315429688, 402.4620361328125, 129.70263671875]]"
289,2,-1,"[[214.37423706054688, 151.03472900390625, 237.45687866210938, 166.737060546875]]"
289,6,-1,"[[321.36639404296875, 99.72378540039062, 400.27313232421875, 116.4495849609375]]"
